prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmca_pmo_maxim	prmca_pmo_utiliz	prmca_pmo_reserv	prmca_psa_discon	prmca_psa_conta	saldo_actual_giros	monto_mitigador
255	1	0	2403489	200000000.00	55918181.02	0.00	144081818.98	144081818.98	55918181.02	0.00	
229	1	0	2403491	9096000.00	5912340.65	0.00	3183659.35	3183659.35	5912340.65	9096020.00	
215	1	0	2403492	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
210	1	0	2403493	217000000.00	197392166.85	0.00	19607833.15	19607833.15	159237852.58	0.00	
660	1	0	2403495	35000000.00	30120669.77	0.00	4879330.23	4879330.23	30097424.51	37829249.67	
215	1	0	2403496	21000000.00	19276119.13	0.00	1723880.87	1723880.87	19276119.13	8346829.14	
211	1	0	2403497	18500000.00	17649349.97	0.00	850650.03	850650.03	6799349.97	10319333.94	
321	1	0	2403498	14500000.00	11439175.08	0.00	3060824.92	3060824.92	11439175.08	14500000.00	
215	1	0	2403499	50000000.00	39626406.81	0.00	10373593.19	10373593.19	39626406.81	0.00	
240	1	3	2403500	500000000.00	500000000.00	0.00	0.00	0.00	500000000.00	0.00	
345	1	0	2403501	50000000.00	46856722.78	0.00	3143277.22	3143277.22	0.00	199809152.40	
230	1	0	2403502	21500000.00	8788193.36	0.00	12711806.64	12711806.64	8788193.36	21866411.52	
290	1	0	2403503	50000000.00	45573081.58	0.00	4426918.42	4426918.42	34153011.83	0.00	
211	1	0	2403504	18200000.00	13442794.22	0.00	4757205.78	4757205.78	10910470.38	17553169.03	
599	2	3	2403505							79893451.16	
541	1	0	2403506	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	36066406.35	
345	1	0	2403507	6000000.00	2400000.00	0.00	3600000.00	3600000.00	2400000.00	0.00	
405	2	0	2403508							0.00	
255	1	0	2403511	300000000.00	290668179.69	0.00	9331820.31	9331820.31	272343499.52	0.00	
302	1	0	2403512	18000000.00	14929220.89	0.00	3070779.11	3070779.11	9169987.06	5362111.68	
290	1	0	2403513	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	0.00	
595	1	3	2403515	1120000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
295	1	0	2403516	10000000.00	4287989.44	0.00	5712010.56	5712010.56	3931607.31	0.00	
953	1	0	2403517	22600000.00	0.00	0.00	22600000.00	22600000.00	0.00	4225907.61	
280	2	3	2403518							1246293670.08	
295	1	0	2403521	17500000.00	10048411.88	0.00	7451588.12	7451588.12	10048411.88	0.00	
347	1	0	2403522	23500000.00	15098480.15	0.00	8401519.85	8401519.85	15098480.15	0.00	
558	1	3	2403526	150000000.00	47500000.03	0.00	102499999.97	102499999.97	47500000.03	0.00	
235	1	0	2403531	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	215984126.58	
215	1	0	2403533	12500000.00	9964097.58	0.00	2535902.42	2535902.42	9964097.58	14331280.00	
245	1	0	2403535	35000000.00	23633519.71	0.00	11366480.29	11366480.29	23633519.71	18632520.47	
483	1	0	2403538	35700000.00	32856696.58	0.00	2843303.42	2843303.42	32856696.58	42851269.98	
210	1	0	2403539	50000000.00	37503570.61	0.00	12496429.39	12496429.39	37503570.61	52529096.60	
346	1	0	2403542	21500000.00	18957965.75	0.00	2542034.25	2542034.25	18957965.75	37352814.40	
245	1	3	2403544	66000000.00	12613628.10	0.00	53386371.90	53386371.90	12613628.10	221239692.66	
341	1	0	2403545	64500000.00	53116398.30	0.00	11383601.70	11383601.70	53116398.30	0.00	
255	1	0	2403546	100000000.00	87826830.19	0.00	12173169.81	12173169.81	87826830.19	99812223.35	
405	2	3	2403548							0.00	
346	1	0	2403549	64900000.00	57795285.40	0.00	7104714.60	7104714.60	57795285.40	0.00	
215	1	0	2403551	25000000.00	19777854.14	0.00	5222145.86	5222145.86	19777854.14	0.00	
346	1	0	2403553	35000000.00	0.00	0.00	35000000.00	35000000.00	0.00	0.00	
360	1	0	2403554	20000000.00	15993364.53	0.00	4006635.47	4006635.47	15862871.03	185138550.40	
290	1	0	2403555	35000000.00	32007831.45	9543.11	2982625.44	2992168.55	32007831.45	48660294.40	
346	1	0	2403556	18000000.00	16072553.19	0.00	1927446.81	1927446.81	14205966.40	16654396.83	
265	1	0	2403557	47500000.00	43565855.84	0.00	3934144.16	3934144.16	43565855.84	0.00	
292	1	0	2403559	10000000.00	9175925.96	0.00	824074.04	824074.04	9175925.96	51509115.47	
250	1	0	2403560	40000000.00	38876369.91	0.00	1123630.09	1123630.09	34629998.44	117167114.88	
346	1	0	2403562	35000000.00	0.00	0.00	35000000.00	35000000.00	0.00	0.00	
341	1	0	2403563	8000000.00	0.00	0.00	8000000.00	8000000.00	0.00	6035441.25	
346	1	0	2403565	35000000.00	32074351.65	0.00	2925648.35	2925648.35	32074351.65	58848687.46	
265	1	0	2403566	13000000.00	0.00	0.00	13000000.00	13000000.00	0.00	12411818.24	
341	1	0	2403567	60000000.00	43721272.59	0.00	16278727.41	16278727.41	43721272.59	0.00	
265	1	0	2403568	13000000.00	12342162.46	0.00	657837.54	657837.54	12342162.46	13394341.17	
341	1	0	2403569	8000000.00	1376529.29	0.00	6623470.71	6623470.71	1376529.29	37776279.63	
341	1	3	2403571	20000000.00	0.00	0.00	0.00	0.00	0.00	27184426.36	
215	1	0	2403572	50000000.00	44902297.82	2985.76	5094716.42	5097702.18	44902297.82	49939522.66	
303	2	3	2403573							24486655.56	
265	1	0	2403574	20000000.00	15956561.79	0.00	4043438.21	4043438.21	15956561.79	0.00	
292	1	0	2403575	25000000.00	17810800.73	0.00	7189199.27	7189199.27	17810800.73	0.00	
210	1	0	2403576	30000000.00	18449340.77	0.00	11550659.23	11550659.23	18449340.77	139062607.20	
321	1	0	2403577	7000000.00	0.00	0.00	7000000.00	7000000.00	0.00	5065716.92	
953	1	0	2403581	73000000.00	68549484.31	0.00	4450515.69	4450515.69	68549484.31	73511282.36	
250	1	0	2403582	45000000.00	36040999.90	0.00	8959000.10	8959000.10	36040999.90	65669600.00	
558	1	3	2403583	405000000.00	323000000.09	0.00	81999999.91	81999999.91	323000000.09	433290147.94	
341	1	0	2403584	200000000.00	191168778.90	0.00	8831221.10	8831221.10	178268679.30	0.00	
558	1	3	2403585	226500000.00	6666666.65	0.00	219833333.35	219833333.35	6666666.65	113352493.70	
265	1	0	2403586	22000000.00	21510832.07	0.00	489167.93	489167.93	21510832.07	0.00	
513	1	3	2403587	1275000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
265	1	0	2403588	15000000.00	13803169.84	0.00	1196830.16	1196830.16	13803169.84	0.00	
346	1	0	2403589	10000000.00	0.00	0.00	0.00	0.00	0.00	41079009.39	
345	1	0	2403595	34000000.00	16344603.17	0.00	17655396.83	17655396.83	0.00	0.00	
558	2	3	2403597							593188519.21	
290	1	0	2403598	45000000.00	40275000.00	0.00	4725000.00	4725000.00	38250000.00	53347360.00	
405	1	3	2403600	750000000.00	551000000.08	0.00	198999999.92	198999999.92	526000000.08	0.00	
215	1	0	2403603	20000000.00	0.00	0.00	0.00	0.00	0.00	24330204.00	
562	1	3	2403604	180000000.00	48000000.00	0.00	132000000.00	132000000.00	46500000.00	201818000.00	
326	1	3	2403605	6500000.00	0.00	0.00	0.00	0.00	0.00	0.00	
250	1	0	2403606	27000000.00	24058194.27	0.00	2941805.73	2941805.73	24058194.27	0.00	
215	1	0	2403611	18000000.00	11597694.11	0.00	6402305.89	6402305.89	11597694.11	0.00	
265	1	0	2403615	30000000.00	14404740.89	0.00	15595259.11	15595259.11	14404740.89	0.00	
265	1	0	2403616	13800000.00	13229044.94	0.00	570955.06	570955.06	13229044.94	0.00	
265	1	0	2403617	30000000.00	0.00	0.00	0.00	0.00	0.00	34626071.20	
953	1	0	2403618	35000000.00	32468760.21	0.00	2531239.79	2531239.79	27737440.59	67939440.00	
292	1	0	2403620	5000000.00	4939372.69	0.00	60627.31	60627.31	4939372.69	0.00	
297	1	0	2403621	390000000.00	287943651.46	0.00	102056348.54	102056348.54	287943651.46	0.00	
215	1	0	2403622	9000000.00	8293636.18	0.00	706363.82	706363.82	5156848.09	10491756.00	
943	1	0	2403625	19975000.00	18851229.40	0.00	1123770.60	1123770.60	0.00	18040621.39	
265	1	0	2403626	29000000.00	26675166.03	0.00	2324833.97	2324833.97	26675166.03	0.00	
346	1	0	2403627	25000000.00	23331202.48	0.00	1668797.52	1668797.52	23331202.48	42500544.00	
215	1	0	2403628	28000000.00	19938001.79	0.00	8061998.21	8061998.21	19938001.79	0.00	
250	1	0	2403630	39000000.00	7410344.08	0.00	31589655.92	31589655.92	2527944.88	0.00	
265	1	0	2403631	39500000.00	36309985.32	0.00	3190014.68	3190014.68	36309985.32	0.00	
265	1	0	2403632	9500000.00	0.00	0.00	9500000.00	9500000.00	0.00	0.00	
215	1	0	2403634	211000000.00	140421079.92	532707.85	70046212.23	70578920.08	140421079.92	521408729.89	
215	1	0	2403635	30000000.00	10119569.34	0.00	19880430.66	19880430.66	10119569.34	46398587.38	
205	1	3	2403636	65000000.00	0.00	24480000.00	40520000.00	65000000.00	0.00	118125019.43	
220	1	0	2403637	23000000.00	20690062.59	0.00	2309937.41	2309937.41	20690062.59	0.00	
558	1	0	2403640	2250000000.00	1203567226.76	0.00	1046432773.24	1046432773.24	912186947.51	2161504202.17	
265	1	0	2403641	21500000.00	17591726.87	0.00	3908273.13	3908273.13	17591726.87	0.00	
205	1	3	2403643	15000000.00	0.00	14000000.00	1000000.00	15000000.00	0.00	0.00	
558	2	3	2403649							0.00	
562	2	3	2403650							0.00	
597	1	0	2403651	274000000.00	198054215.08	0.00	75945784.92	75945784.92	196955259.83	0.00	
255	1	0	2403653	54000000.00	46472996.90	0.00	7527003.10	7527003.10	23389038.25	0.00	
322	1	0	2403655	83000000.00	80223027.45	0.00	2776972.55	2776972.55	49723027.45	101051446.00	
620	1	0	2403657	29600000.00	25491717.64	0.00	4108282.36	4108282.36	25491717.64	14659544.53	
250	1	0	2403663	50000000.00	41985242.96	0.00	8014757.04	8014757.04	41985242.96	0.00	
594	2	3	2403665							257518740.00	
346	1	0	2403666	15000000.00	13742166.72	0.00	1257833.28	1257833.28	13742166.72	51164552.00	
660	1	0	2403667	30000000.00	24393138.75	0.00	5606861.25	5606861.25	24393138.75	0.00	
210	1	3	2403668	100000000.00	0.00	0.00	0.00	0.00	0.00	406962454.07	
345	1	0	2403669	40000000.00	25000000.00	0.00	15000000.00	15000000.00	25000000.00	10619997.70	
292	1	0	2403670	10000000.00	1076153.01	0.00	8923846.99	8923846.99	1076153.01	0.00	
210	1	0	2403671	23500000.00	19063761.25	0.00	4436238.75	4436238.75	19063761.25	95028720.00	
240	1	0	2403672	42000000.00	0.00	0.00	0.00	0.00	0.00	22097586.61	
210	1	0	2403676	25000000.00	10998240.78	0.00	14001759.22	14001759.22	6998240.78	56927990.00	
215	1	0	2403685	20000000.00	17486194.69	0.00	2513805.31	2513805.31	17486194.69	0.00	
210	1	0	2403686	60000000.00	60000000.00	0.00	0.00	0.00	60000000.00	23688511.26	
405	2	3	2403688							0.00	
347	1	0	2403689	30000000.00	22380255.00	0.00	7619745.00	7619745.00	22380255.00	56967122.40	
292	1	0	2403690	8000000.00	6878790.35	17944.00	1103265.65	1121209.65	6878790.35	0.00	
405	1	3	2403693	1000000000.00	908916666.45	0.00	91083333.55	91083333.55	908916666.45	0.00	
290	1	0	2403694	46000000.00	0.00	0.00	46000000.00	46000000.00	0.00	0.00	
405	2	3	2403696							0.00	
265	1	0	2403697	17000000.00	15693352.93	0.00	1306647.07	1306647.07	15693352.93	0.00	
461	1	0	2403699	13500000.00	12711047.49	0.00	788952.51	788952.51	11825626.94	20111040.00	
620	1	0	2403700	50000000.00	46482908.94	0.00	3517091.06	3517091.06	46482908.94	0.00	
290	1	0	2403701	20000000.00	12000000.00	0.00	8000000.00	8000000.00	12000000.00	37649796.00	
405	1	3	2403704	200000000.00	0.00	177920707.52	22079292.48	200000000.00	0.00	0.00	
405	2	3	2403705							0.00	
405	2	3	2403706							0.00	
265	1	0	2403707	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
558	1	0	2403708	15000000.00	12913407.63	0.00	2086592.37	2086592.37	12913407.63	8217360.00	
597	1	0	2403709	194000000.00	150808454.76	0.00	43191545.24	43191545.24	116249508.31	0.00	
347	1	0	2403710	140000000.00	127305060.96	0.00	12694939.04	12694939.04	0.00	207798265.50	
265	1	0	2403711	40500000.00	37439550.67	0.00	3060449.33	3060449.33	37439550.67	0.00	
562	1	3	2403713	100000000.00	0.00	38974413.45	61025586.55	100000000.00	0.00	0.00	
334	1	3	2403715	18000000.00	0.00	0.00	18000000.00	18000000.00	0.00	21442856.80	
275	1	0	2403716	37000000.00	30045110.34	0.00	6954889.66	6954889.66	30045110.34	81372640.96	
292	1	0	2403717	6700000.00	6324223.55	0.00	375776.45	375776.45	6324223.55	5360000.00	
914	1	0	2403718	62000000.00	45742341.04	0.00	16257658.96	16257658.96	41145187.99	86741209.70	
250	1	0	2403720	60000000.00	49655003.40	0.00	10344996.60	10344996.60	32300307.50	63371754.93	
290	1	0	2403721	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	0.00	
255	1	0	2403723	34900000.00	15871666.90	0.00	19028333.10	19028333.10	6466039.15	0.00	
377	1	0	2403727	29000000.00	26296452.32	0.00	2703547.68	2703547.68	26296452.32	29391492.80	
597	2	3	2403728							0.00	
597	1	0	2403729	260000000.00	206368418.26	0.00	53631581.74	53631581.74	172088274.57	255228500.51	
908	1	3	2403734	10000000.00	0.00	4791680.00	5208320.00	10000000.00	0.00	9811033.96	
908	1	3	2403735	25000000.00	9249999.97	0.00	15750000.03	15750000.03	9249999.97	24525025.94	
349	1	0	2403738	28000000.00	25536505.60	0.00	2463494.40	2463494.40	25536505.60	26802400.00	
541	1	0	2403740	27796210.10	27641554.95	0.00	154655.15	154655.15	27641554.95	31284158.10	
290	1	0	2403741	30000000.00	27871195.35	0.00	2128804.65	2128804.65	27871195.35	0.00	
461	1	0	2403742	16000000.00	13499545.28	0.00	2500454.72	2500454.72	10603992.93	8040051.80	
215	1	0	2403743	15300000.00	14446434.48	0.00	853565.52	853565.52	14446434.48	40178117.52	
295	1	0	2403744	57000000.00	42497582.78	0.00	14502417.22	14502417.22	40091516.14	56906650.20	
295	1	0	2403745	10000000.00	4741169.15	0.00	5258830.85	5258830.85	4741169.15	12663892.44	
295	1	0	2403746	46000000.00	33999128.33	0.00	12000871.67	12000871.67	29376715.33	46288992.00	
295	1	0	2403747	26900000.00	24024971.23	0.00	2875028.77	2875028.77	24024971.23	16300197.77	
347	1	0	2403749	60000000.00	55922823.20	0.00	4077176.80	4077176.80	55922823.20	0.00	
347	1	0	2403750	50000000.00	30000000.00	0.00	20000000.00	20000000.00	30000000.00	0.00	
600	1	3	2403751	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	455953057.51	
210	1	0	2403753	64500000.00	61500000.00	0.00	3000000.00	3000000.00	61500000.00	177642362.29	
367	1	0	2403755	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	34267546.00	
265	1	0	2403757	60000000.00	51868343.41	0.00	8131656.59	8131656.59	51868343.41	187629600.32	
332	1	0	2403759	57000000.00	54282890.99	0.00	2717109.01	2717109.01	54282890.99	59563212.80	
594	1	3	2403761	200000000.00	116981625.00	48409211.23	34609163.77	83018375.00	114331625.00	198038036.19	
958	1	0	2403763	8000000.00	6353661.11	0.00	1646338.89	1646338.89	6353661.11	21969618.96	
479	1	3	2403765	36000000.00	0.00	0.00	0.00	0.00	0.00	38063807.92	
480	1	0	2403767	25000000.00	19597955.82	0.00	5402044.18	5402044.18	14257726.07	29572395.55	
660	1	0	2403768	24000000.00	19634066.04	0.00	4365933.96	4365933.96	19634066.04	24399895.77	
347	1	0	2403769	130000000.00	0.00	0.00	0.00	0.00	0.00	170808848.87	
295	1	0	2403771	25000000.00	20014702.22	0.00	4985297.78	4985297.78	20014702.22	26044896.00	
210	1	0	2403772	20000000.00	12403836.34	0.00	7596163.66	7596163.66	12279126.69	0.00	
346	1	0	2403775	47750000.00	45407892.95	0.00	2342107.05	2342107.05	45407892.95	23323482.15	
347	1	0	2403777	10000000.00	9393103.01	0.00	606896.99	606896.99	6476765.91	20167717.82	
460	1	0	2403780	16000000.00	14034243.46	0.00	1965756.54	1965756.54	14034243.46	33781446.01	
255	1	0	2403783	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	0.00	
250	1	0	2403784	65000000.00	4056873.19	0.00	60943126.81	60943126.81	1299420.39	0.00	
290	1	0	2403785	25000000.00	5440366.88	0.00	19559633.12	19559633.12	5440366.88	0.00	
935	1	0	2403786	20000000.00	18391557.35	0.00	1608442.65	1608442.65	18391557.35	20000000.00	
346	1	0	2403787	60000000.00	40487107.93	0.00	19512892.07	19512892.07	40309096.27	0.00	
460	1	0	2403788	20500000.00	19032283.43	0.00	1467716.57	1467716.57	19032283.43	11574789.07	
275	1	0	2403789	14900000.00	7914177.65	0.00	6985822.35	6985822.35	7914177.65	7431003.49	
331	1	0	2403790	25000000.00	23918263.97	0.00	1081736.03	1081736.03	23918263.97	27694066.32	
240	1	0	2403791	60000000.00	18859483.78	0.00	41140516.22	41140516.22	5859483.78	39955237.63	
346	1	0	2403792	55000000.00	45155487.42	0.00	9844512.58	9844512.58	32077530.01	0.00	
513	1	3	2403793	27000000.00	0.00	0.00	27000000.00	27000000.00	0.00	27000000.00	
250	1	0	2403794	65000000.00	50366899.32	0.00	14633100.68	14633100.68	50366899.32	0.00	
265	1	0	2403795	65000000.00	61033982.54	0.00	3966017.46	3966017.46	61033982.54	0.00	
953	1	0	2403797	22000000.00	0.00	0.00	0.00	0.00	0.00	45568368.00	
460	1	0	2403799	13000000.00	12006102.36	0.00	993897.64	993897.64	12006102.36	13273576.00	
558	1	3	2403800	500000000.00	471233333.37	0.00	28766666.63	28766666.63	471233333.37	0.00	
295	1	0	2403803	34000000.00	28256011.50	0.00	5743988.50	5743988.50	28044587.30	0.00	
346	1	0	2403804	38500000.00	31737420.36	0.00	6762579.64	6762579.64	31737420.36	52895312.00	
660	1	0	2403806	40000000.00	31606628.53	0.00	8393371.47	8393371.47	31531640.67	40899400.00	
290	1	0	2403807	25000000.00	11986298.50	0.00	13013701.50	13013701.50	6424938.95	41858361.58	
558	1	3	2403808	250000000.00	151999999.96	0.00	98000000.04	98000000.04	149916666.63	0.00	
558	1	3	2403809	250000000.00	0.00	192072592.98	57927407.02	250000000.00	0.00	264650000.00	
558	1	3	2403810	100000000.00	15999999.95	0.00	84000000.05	84000000.05	15999999.95	106500000.00	
597	1	0	2403812	200000000.00	108634141.13	0.00	91365858.87	91365858.87	108634141.13	519188167.62	
321	1	0	2403813	13000000.00	13000000.00	0.00	0.00	0.00	13000000.00	7005819.04	
332	1	0	2403814	10000000.00	7361910.14	0.00	2638089.86	2638089.86	7361910.14	2292005.13	
405	1	3	2403817	490000000.00	0.00	0.00	490000000.00	490000000.00	0.00	490000000.00	
250	1	0	2403819	4000000.00	0.00	0.00	4000000.00	4000000.00	0.00	12487327.13	
660	1	0	2403820	30000000.00	19682850.39	0.00	10317149.61	10317149.61	19593739.27	46726085.47	
341	1	0	2403823	42880000.00	40139450.46	0.00	2740549.54	2740549.54	40139450.46	45078307.43	
562	2	3	2403824							0.00	
562	2	3	2403825							0.00	
594	2	3	2403827							37137857.04	
558	1	3	2403828	250000000.00	131250000.03	0.00	118749999.97	118749999.97	131250000.03	400000000.00	
460	1	0	2403830	30300000.00	27816066.90	0.00	2483933.10	2483933.10	27816066.90	30649598.88	
558	1	0	2403833	38500000.00	33957260.71	0.00	4542739.29	4542739.29	33957260.71	38820880.00	
595	1	3	2403836	65000000.00	65000000.00	0.00	0.00	0.00	65000000.00	0.00	
322	1	0	2403857	64500000.00	58617853.01	0.00	5882146.99	5882146.99	58617853.01	112034058.24	
295	1	0	2403858	15000000.00	9980327.66	0.00	5019672.34	5019672.34	9980327.66	37438752.00	
595	2	3	2403862							0.00	
225	1	3	2403863	100000000.00	20208333.34	0.00	79791666.66	79791666.66	20208333.34	0.00	
225	1	3	2403864	100000000.00	20916660.19	0.00	79083339.81	79083339.81	20916660.19	0.00	
290	1	0	2403865	90000000.00	74887332.21	0.00	15112667.79	15112667.79	74887332.21	0.00	
290	1	0	2403868	35000000.00	15723618.32	0.00	19276381.68	19276381.68	12786101.62	28171258.79	
595	1	0	2403870	350000000.00	0.00	0.00	0.00	0.00	0.00	372857485.15	
265	1	0	2403875	8000000.00	0.00	0.00	0.00	0.00	0.00	8563366.66	
210	1	0	2403876	14700000.00	13736698.81	0.00	963301.19	963301.19	0.00	16878192.00	
265	1	0	2403877	20000000.00	6054603.35	0.00	13945396.65	13945396.65	6054603.35	0.00	
405	1	3	2403878	100000000.00	99999708.27	0.00	291.73	291.73	99999708.27	0.00	
290	1	0	2403879	40000000.00	37664153.14	0.00	2335846.86	2335846.86	37664153.14	40206297.96	
211	1	0	2403880	25000000.00	2450782.48	0.00	22549217.52	22549217.52	2450782.48	45517416.77	
275	1	0	2403881	12000000.00	2107228.26	0.00	9892771.74	9892771.74	2107228.26	8544133.89	
558	1	3	2403882	170000000.00	0.00	0.00	0.00	0.00	0.00	172000000.00	
558	1	3	2403883	50000000.00	0.00	0.00	0.00	0.00	0.00	45986202.41	
295	1	0	2403884	10000000.00	5244545.36	0.00	4755454.64	4755454.64	5244545.36	15817312.00	
562	2	3	2403885							83093015.70	
265	1	0	2403886	14500000.00	13515421.33	0.00	984578.67	984578.67	13515421.33	14695534.40	
306	1	0	2403887	11300000.00	0.00	0.00	11300000.00	11300000.00	0.00	15885884.72	
290	1	0	2403888	10000000.00	5583308.90	0.00	4416691.10	4416691.10	5583308.90	25247091.20	
215	1	0	2403889	34000000.00	27628178.28	0.00	6371821.72	6371821.72	19679448.53	35756244.40	
599	1	3	2403890	150000000.00	12888888.90	0.00	137111111.10	137111111.10	12888888.90	0.00	
558	1	3	2403891	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	168342644.08	
558	1	3	2403892	50000000.00	0.00	1950000.00	48050000.00	50000000.00	0.00	0.00	
599	1	3	2403893	100000000.00	24865591.40	0.00	75134408.60	75134408.60	24865591.40	0.00	
562	1	3	2403894	490000000.00	413833333.19	0.00	76166666.81	76166666.81	405666666.52	489708479.22	
290	1	0	2403895	20000000.00	16888333.23	0.00	3111666.77	3111666.77	16888333.23	0.00	
345	1	0	2403896	32000000.00	22394224.35	0.00	9605775.65	9605775.65	22394224.35	16809544.03	
210	1	0	2403898	30000000.00	30000000.00	0.00	0.00	0.00	30000000.00	49977482.45	
597	2	3	2403902							0.00	
265	1	0	2403903	55000000.00	0.00	0.00	0.00	0.00	0.00	56427766.31	
215	1	0	2403904	10000000.00	3277153.45	0.00	6722846.55	6722846.55	3277153.45	10000000.00	
346	1	0	2403905	12400000.00	0.00	0.00	0.00	0.00	0.00	11582954.06	
558	1	3	2403907	75000000.00	0.00	69000000.00	6000000.00	75000000.00	0.00	71916134.85	
541	1	0	2403908	29400000.00	22457101.74	0.00	6942898.26	6942898.26	22457101.74	14288544.08	
595	1	3	2403919	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	40000000.00	
345	1	0	2403920	7000000.00	904791.65	0.00	6095208.35	6095208.35	0.00	23876400.00	
329	1	0	2403921	29000000.00	26661518.09	0.00	2338481.91	2338481.91	26661518.09	520725.58	
558	2	3	2403923							0.00	
345	1	0	2403924	26000000.00	19999357.20	0.00	6000642.80	6000642.80	19999357.20	26268461.60	
329	1	0	2403927	35000000.00	31370166.10	0.00	3629833.90	3629833.90	29482004.50	72484927.72	
210	1	3	2403928	30000000.00	0.00	12600000.00	17400000.00	30000000.00	0.00	22457163.83	
245	1	3	2403929	110000000.00	70900000.00	7600000.00	31500000.00	39100000.00	70900000.00	110000000.00	
595	1	0	2403930	150000000.00	120149181.10	0.00	29850818.90	29850818.90	112098527.90	243353940.48	
334	1	0	2403932	18000000.00	14734311.12	0.00	3265688.88	3265688.88	14734311.12	20426927.69	
558	1	3	2403933	50000000.00	0.00	1600000.00	48400000.00	50000000.00	0.00	59343380.64	
558	1	3	2403934	200000000.00	132708333.38	0.00	67291666.62	67291666.62	132708333.38	238565688.71	
558	1	3	2403935	135000000.00	47499999.92	0.00	87500000.08	87500000.08	47499999.92	135406397.30	
210	1	0	2403936	50000000.00	36666660.00	0.00	13333340.00	13333340.00	22222218.00	0.00	
954	1	0	2403937	131500000.00	0.00	0.00	131500000.00	131500000.00	0.00	130533620.43	
595	1	0	2403938	500000000.00	478126997.36	0.00	21873002.64	21873002.64	478126997.36	0.00	
210	1	0	2403940	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	118325982.63	
595	1	0	2403942	380000000.00	244810783.35	0.00	135189216.65	135189216.65	111057912.47	0.00	
623	1	0	2403946	50000000.00	43332594.94	0.00	6667405.06	6667405.06	43332594.94	113960556.07	
483	1	0	2403947	57000000.00	55862804.59	0.00	1137195.41	1137195.41	55862804.59	0.00	
483	1	0	2403949	310500000.00	153665664.84	0.00	156834335.16	156834335.16	153665664.84	379603338.88	
594	2	3	2403952							301508828.93	
210	2	0	2403954							49531841.27	
405	1	3	2403955	100000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
558	2	3	2403956							519403910.26	
345	1	0	2403960	100000000.00	60587574.64	0.00	39412425.36	39412425.36	56871348.57	214644644.39	
513	2	3	2403961							229948133.38	
597	1	0	2403962	260000000.00	187932505.96	0.00	72067494.04	72067494.04	126130418.40	0.00	
343	1	0	2403964	4000000.00	3742021.33	0.00	257978.67	257978.67	3742021.33	4087080.00	
215	1	0	2403965	35850000.00	29340501.95	0.00	6509498.05	6509498.05	17529255.22	58185543.47	
660	1	0	2403968	25000000.00	21291917.83	0.00	3708082.17	3708082.17	21291917.83	25200201.60	
405	1	3	2403970	25000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	1	3	2403971	125000000.00	0.00	24825668.91	0.00	0.00	0.00	0.00	
405	1	3	2403972	15000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	1	3	2403973	15000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
939	1	0	2403974	20000000.00	17964338.69	0.00	2035661.31	2035661.31	17964338.69	39977712.00	
342	1	0	2403975	6000000.00	2986704.37	0.00	3013295.63	3013295.63	2986704.37	16392424.80	
364	1	3	2403976	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	7893156.94	
483	1	0	2403980	32800000.00	31214862.19	0.00	1585137.81	1585137.81	21718420.89	0.00	
321	1	0	2403981	207500000.00	195023446.34	1618894.60	10857659.06	12476553.66	181923520.30	382720659.76	
321	1	3	2403982	19000000.00	19000000.00	0.00	0.00	0.00	19000000.00	37159383.86	
322	1	0	2403985	50000000.00	37679672.05	0.00	12320327.95	12320327.95	0.00	113449359.68	
210	1	0	2403986	50000000.00	26500000.00	0.00	23500000.00	23500000.00	14500000.00	174709889.41	
595	1	0	2403987	250000000.00	213828994.67	0.00	36171005.33	36171005.33	213828994.67	0.00	
595	1	0	2403989	340000000.00	0.00	0.00	340000000.00	340000000.00	0.00	0.00	
290	1	3	2403990	250000000.00	194186897.75	28294326.39	27518775.86	55813102.25	194186897.75	191976928.23	
210	2	0	2403992							0.00	
285	2	3	2403993							0.00	
210	1	0	2403994	50000000.00	33333333.00	0.00	16666667.00	16666667.00	0.00	173886270.39	
260	1	0	2403995	47000000.00	0.00	0.00	0.00	0.00	0.00	48943646.92	
486	1	0	2403996	24000000.00	22935225.38	0.00	1064774.62	1064774.62	0.00	24039551.90	
513	1	3	2403997	72500000.00	55777132.76	0.00	16722867.24	16722867.24	55777132.76	0.00	
